segment,n_series,volume_share,vn1,wape,bias_pct,mae
10,1764,0.7517560797685897,0.6086243132466801,0.5139053714501274,-0.09471894179655276,66.62514218564125
9,2248,0.1090498398932691,1.3285874971494764,0.8963277600831608,-0.4322597370663156,16.867798099725988
8,2643,0.04617416514295133,1.5260200807317725,0.9710737461834479,-0.5549463345483249,7.737804971201787
7,2916,0.02329666593263744,1.695170211925322,1.041183487260512,-0.6539867246648101,4.1858875619317
2,3952,0.01586006628772593,1.999808498050936,1.0029280628896358,-0.9968804351613004,2.744993347287355
6,3177,0.015715457100533226,1.878212822800464,1.0534646249038608,-0.8247481978966031,2.8570213695817808
1,2833,0.014039826836236797,1.999988911981655,1.0003991041398825,-0.9995898078417723,2.4222172251158898
5,3498,0.011847513055181178,1.9729981834504404,1.0415830677701796,-0.9314151156802609,2.1281348804597964
3,4175,0.0071474553151688,1.9981593563729465,1.0152654851878111,-0.9828938711851353,1.2522688732391287
4,3908,0.005112930667706451,1.989134521635695,1.0475936626668076,-0.9415408589688875,0.9243347507598825
