segment,n_series,volume_share,vn1,wape,bias_pct,mae
10,1764,0.7517560797685897,0.4622180355039097,0.4499707024930509,0.01224733301085884,58.33634692001226
9,2248,0.1090498398932691,0.6781738751376669,0.6432801587226143,-0.034893716415052574,12.105750063889598
8,2643,0.04617416514295133,0.7903444360879347,0.7453331387638531,-0.04501129732408166,5.939036544850499
7,2916,0.02329666593263744,0.9421733464704574,0.8403521596796237,-0.10182118679083368,3.378481983133146
2,3952,0.01586006628772593,1.9949392145511589,1.0030719527909018,-0.991867261760257,2.7453871709685664
6,3177,0.015715457100533226,1.2677355672507455,0.9013724834270153,-0.36636308382373034,2.4445438282647585
1,2833,0.014039826836236797,1.9997363050001846,1.0004219119997046,-0.99931439300048,2.422272448666871
5,3498,0.011847513055181178,1.6490109684072374,1.014462048060998,-0.6345489203462392,2.0727219327816937
3,4175,0.0071474553151688,1.9220545121155301,1.0281780604792343,-0.8938764516362958,1.2681957577306415
4,3908,0.005112930667706451,1.694751781266292,1.0479348896483809,-0.6468168916179111,0.9246358292869921
