segment,n_series,volume_share,vn1,wape,bias_pct,mae
10,1764,0.7517560797685897,0.3995330598680201,0.39690865666607394,-0.002624403201946178,51.45713034769348
9,2248,0.1090498398932691,0.640183591221645,0.6095593699099849,-0.03062422131166002,11.471165838357905
8,2643,0.04617416514295133,0.7261580041443378,0.7071515049449006,0.019006499199437244,5.634793909176272
7,2916,0.02329666593263744,0.8797022185844889,0.8544725663174821,0.025229652267006856,3.4352504924670253
2,3952,0.01586006628772593,1.9563255524939478,1.069249161385484,-0.8870763911084638,2.9265128210084987
6,3177,0.015715457100533226,1.1650651366868399,0.9181523781684017,-0.24691275851843805,2.4900513058982376
1,2833,0.014039826836236797,1.94880687952267,1.06656427274329,-0.88224260677938,2.5824196987393173
5,3498,0.011847513055181178,1.6001641541416682,1.0742506966219227,-0.5259134575197455,2.1948805127310087
3,4175,0.0071474553151688,1.8542779074435587,1.1557733534061445,-0.6985045540374143,1.4255768723606148
4,3908,0.005112930667706451,1.5841839494031167,1.1891297463202501,-0.3950542030828663,1.04921782830189
