segment,n_series,volume_share,vn1,wape,bias_pct,mae
10,1764,0.7517560797685897,0.5002992326445268,0.4466249753911256,0.05367425725340127,57.90259090915149
9,2248,0.1090498398932691,0.6754422821510937,0.6398207510532958,0.03562153109779784,12.040648219777022
8,2643,0.04617416514295133,0.7599428466023941,0.7367370597318204,0.023205786870573675,5.870540425654274
7,2916,0.02329666593263744,0.8593750526425362,0.819710375952319,-0.03966467669021721,3.2954954713247906
2,3952,0.01586006628772593,1.997059457856555,1.0030660524290544,-0.9939934054275008,2.7453710218003287
6,3177,0.015715457100533226,1.2265258138505746,0.8817193192556032,-0.34480649459497137,2.3912439749139662
1,2833,0.014039826836236797,1.9998821303681982,1.0002116801919012,-0.9996704501762972,2.421763424714309
5,3498,0.011847513055181178,1.64514160444671,0.9984657668822333,-0.6466758375644769,2.040038755618446
3,4175,0.0071474553151688,1.9423425927101285,1.0226134358208252,-0.9197291568893033,1.2613321281158758
4,3908,0.005112930667706451,1.7366208062564605,1.0407513192895588,-0.6958694869669017,0.9182974712443472
