segment,n_series,volume_share,vn1,wape,bias_pct,mae
10,1764,0.7517560797685897,0.7709346281320022,0.591316349550088,0.17961827858191412,76.66107041127172
9,2248,0.1090498398932691,0.7154235378023426,0.6690790757032657,0.04634446209907682,12.591254298167522
8,2643,0.04617416514295133,6.264695913869566,3.4947087665878267,2.7699871472817397,27.846880809294685
7,2916,0.02329666593263744,1.6749552085498185,1.235454333978395,0.4395008745714236,4.966917928694383
2,3952,0.01586006628772593,1.993815085869593,1.005362562609544,-0.9884525232600492,2.75165652262604
6,3177,0.015715457100533226,4.542515559272628,2.832175801212144,1.7103397580604836,7.6809288087997585
1,2833,0.014039826836236797,1.9997018080917413,1.0008182011648943,-0.998883606926847,2.4232319641623135
5,3498,0.011847513055181178,1.5852466386968969,1.1477880235967395,-0.43745861510015743,2.345130027525747
3,4175,0.0071474553151688,1.8994609959592417,1.0638363208765824,-0.8356246750826595,1.3121780758739536
4,3908,0.005112930667706451,1.6199962542416706,1.1744721800321463,-0.4455240742095244,1.036284857853051
