segment,n_series,volume_share,vn1,wape,bias_pct,mae
10,1764,0.7517560797685897,0.4612530135433383,0.44245743553044575,0.018795578012892597,57.3622911745941
9,2248,0.1090498398932691,0.7048457361322116,0.6679006696135247,-0.036945066518686905,12.569078129040063
8,2643,0.04617416514295133,0.8360358434762106,0.722795759173313,-0.11324008430289767,5.759451988560168
7,2916,0.02329666593263744,1.049052438676243,0.8322493346283923,-0.21680310404785072,3.3459060587034384
2,3952,0.01586006628772593,1.9974516071909727,1.0030731166225146,-0.9943784905684583,2.745390356351599
6,3177,0.015715457100533226,1.4356663168131851,0.929174161120959,-0.5064921556922263,2.519942646036234
1,2833,0.014039826836236797,1.999812079516339,1.0002601693700999,-0.9995519101462391,2.421880829180365
5,3498,0.011847513055181178,1.7392767232779862,1.0059549802515728,-0.7333217430264135,2.0553405176110036
3,4175,0.0071474553151688,1.959030813813649,1.020658797130111,-0.9383720166835375,1.258921198928859
4,3908,0.005112930667706451,1.8058171093635846,1.042959534142461,-0.7628575752211239,0.9202458695579505
