segment,n_series,volume_share,vn1,wape,bias_pct,mae
smooth,1192,0.3212238750138278,2.0,1.0,-1.0,82.78621452970249
intermittent,7981,0.3005244730131712,2.0,1.0,-1.0,13.35531307893031
lumpy,4643,0.20433152274436694,2.0,1.0,-1.0,15.591242690471482
erratic,907,0.13475732534756926,2.0,1.0,-1.0,48.05901925057435
insufficient,5657,0.03916280388106476,2.0,1.0,-1.0,2.4997069777114014
